0 17 1589 18 17215
1 45 5987 45 27535
2 10 680 10 1173
3 0 0 0 0
4 3 275 3 3297
5 0 0 0 0
6 14 803 14 37454
7 0 0 0 0
8 8 476 8 476
9 18 6664 19 5405
10 36 8231 39 9628
11 2 80 2 80
12 16 2790 16 1891
13 138 8382 139 863539
14 50 12610 54 23284
15 91 11975 97 411628
16 10 1805 10 1406
17 0 0 0 0
18 0 0 0 0
19 6 2821 7 491
20 0 0 0 0
21 4 199 4 199
22 0 0 0 0
23 0 0 0 0
24 9 1906 9 764
25 8 398 8 398
26 14 1845 13 4950
27 16 929 16 851
28 0 0 0 0
29 279 22700 305 1187417
30 191 29768 210 173935
31 249 32368 273 233019
32 260 25663 309 625177
33 235 28559 274 272975
34 195 22328 227 249120
35 214 27027 254 272893
36 205 23732 227 261239
37 193 21259 238 248658
38 193 23207 225 245334
39 206 23770 233 266247
40 215 25492 250 265522
41 217 24202 239 257502
42 215 24173 251 276379
43 114 12909 133 137329
44 132 14525 152 187257
45 2 2561 3 237
46 2 119 2 119
47 0 0 0 0
48 0 0 0 0
49 2 119 2 119
50 2 119 2 119
51 1 40 1 40
52 7 319 7 319
53 0 0 0 0
54 0 0 0 0
55 2 119 2 119
56 2 119 2 119
57 0 0 0 0
58 2 119 2 119
59 0 0 0 0
60 129 19117 171 91980
61 114 23769 297 322866
62 199 37644 717 850947
63 2 119 2 119
64 18 1527 18 1527
65 5 469 5 469
66 2 119 2 119
67 6 454 6 450
68 2 119 2 119
69 0 0 0 0
70 2 119 2 119
71 1 40 1 40
72 20 3893 18 1304
73 1 68 2 104
74 2 119 2 119
75 0 0 0 0
76 2 119 2 119
77 0 0 0 0
78 2 119 2 119
79 0 0 0 0
80 10 565 10 439
81 1 40 1 40
82 7 319 7 319
83 0 0 0 0
84 2 119 2 119
85 0 0 0 0
86 24 4695 28 7171
87 155 21867 190 224833
88 10 595 10 595
89 2 126 2 126
90 4 245 4 245
91 1 40 1 40
92 9 438 9 438
93 0 0 0 0
94 2 119 2 119
95 0 0 0 0
96 20 3158 19 4814
97 57 4835 48 5758
98 42 4047 39 5261
99 16 1529 14 1721
100 5 299 6 916
101 14 2766 16 1887
102 21 1473 22 2775
103 3 194 4 230
104 2 119 2 119
105 1 68 2 104
106 2 119 2 119
107 0 0 0 0
108 2 119 2 119
109 0 0 0 0
110 2 119 2 119
111 0 0 0 0
112 8 359 8 359
113 10 722 9 782
114 2 119 2 119
115 0 0 0 0
116 2 119 2 119
117 0 0 0 0
118 2 119 2 119
119 2 119 2 119
120 2 119 2 119
121 8 476 10 634
122 1 40 0 0
123 0 0 0 0
124 0 0 0 0
125 20 1438 20 1438
126 0 0 0 0
127 25 1234 14 677
128 0 0 0 0
129 0 0 0 0
130 2 119 2 119
131 0 0 0 0
132 0 0 0 0
133 10 608 12 684
134 0 0 0 0
135 0 0 0 0
136 0 0 0 0
137 2 833 2 80
138 155 10184 184 817207
139 6 357 6 357
140 0 0 0 0
141 0 0 0 0
142 0 0 0 0
143 0 0 0 0
144 0 0 0 0
145 6 357 6 357
146 8 476 8 476
147 2 126 2 126
148 2 126 2 126
149 14 2428 14 5255
150 19 2583 20 3226
151 6 357 6 357
152 0 0 0 0
153 0 0 0 0
154 0 0 0 0
155 0 0 0 0
156 0 0 0 0
157 6 357 6 357
158 0 0 0 0
159 0 0 0 0
160 2 126 2 126
161 2 126 2 126
162 0 0 0 0
163 7 425 8 461
164 0 0 0 0
165 0 0 0 0
166 0 0 0 0
167 0 0 0 0
168 0 0 0 0
169 6 357 6 357
170 0 0 0 0
171 0 0 0 0
172 0 0 0 0
173 0 0 0 0
174 0 0 0 0
175 6 357 6 357
176 0 0 0 0
177 2 119 2 119
178 0 0 0 0
179 4 238 4 238
180 0 0 0 0
181 7 425 8 461
182 0 0 0 0
183 0 0 0 0
184 0 0 0 0
185 0 0 0 0
186 0 0 0 0
187 6 357 6 357
188 0 0 0 0
189 0 0 0 0
190 0 0 0 0
191 0 0 0 0
192 0 0 0 0
193 7 425 8 461
